,Name,Url,Ingredients,Calories,Carbs Grams,Protein Grams,Fat Grams
51,Baked Chicken Milanese with Arugula Salad and Tomatoes,https://www.skinnytaste.com/chicken-milanese-with-arugula-and/,"['1 tbsp olive oil', '2 tbsp balsamic vinegar', '5 medium ripe tomatoes diced', '1/4 small red onion sliced thin', '1 tbsp chopped fresh basil', 'kosher salt and pepper to taste', '6 cups baby arugula', '24 oz (3) boneless skinless chicken breasts sliced in half lengthwise', '3/4 cup whole wheat Italian seasoned breadcrumbs', '1/3 cup grated Romano cheese (or parmesan)', '1 lemon juice of', '1 tbsp olive oil', 'kosher salt', 'fresh cracked black pepper', 'olive oil spray (I used my misto)']",250.0,17.4,24.3,8.5
52,Grilled Bourbon Chicken,https://www.skinnytaste.com/grilled-bourbon-chicken/,"['2 pounds (4) boneless skinless chicken breasts', '1/2 cup low sodium or gluten-free soy sauce', '1/2 cup unsweetened apple sauce', '1/2 cup finely chopped yellow onion', '2 teaspoon grated ginger', '4 garlic cloves minced', '1 tablespoon canola oil', '1/4 cup bourbon', '1/4 cup BBQ sauce', '2 tablespoons apple cider vinegar (I like Bragg’s)', '2 tablespoons brown sugar', 'Pinch red pepper flakes', '1/2 cup low sodium chicken broth', 'sliced scallions for garnish']",381.0,12.5,51.0,9.5
53,Spicy Thai Salad ,https://www.skinnytaste.com/spicy-thai-shrimp-salad/,"['1 tablespoon olive oil', '3 tablespoons lime juice', '¼ cup whole roasted salted cashews', '¼ teaspoon red pepper flakes', '2 teaspoons honey', '1 (2-inch) piece fresh ginger roughly chopped', '1 tablespoon unseasoned rice vinegar', '¼ cup cilantro', '1 clove garlic roughly chopped', '¼ cup roughly chopped white onion', '½ teaspoon garlic powder', '½ teaspoon kosher salt', 'Freshly ground black pepper to taste', '½ pound large peeled deveined tail-off shrimp', '1 teaspoon garlic powder', '¼ teaspoon ground ginger', '¼ teaspoon kosher salt', '1/8 teaspoon turmeric', '1/8 teaspoon chili powder', 'Freshly ground black pepper to taste', '1 teaspoon toasted sesame oil', '1 cup shredded purple cabbage', '1 ½ cups packed baby arugula', '1 ½ cups packed chopped romaine lettuce', '1 small corn cob kernels removed', '½ medium cucumber peeled seeded and diced', '½ cup shredded carrots', '2 tablespoons chopped basil', '2 tablespoons chopped cilantro', 'Lime wedges for serving']",420.0,38.0,28.0,19.5
54,Za’atar Lamb Chops,https://www.skinnytaste.com/zaatar-lamb-chops/,"['8 lamb loin chops trimmed (about 3.5 oz each bone-in)', '3 cloves garlic crushed', '1 teaspoon extra-virgin olive oil', '1/2 fresh lemon', '1 1/4 teaspoon kosher salt', '1 tbsp Za’atar', 'fresh ground pepper to taste']",206.0,1.5,29.0,8.0
55,Grilled Clams in Foil,https://www.skinnytaste.com/grilled-clams-in-foil/,"['Reynolds Wrap Heavy-Duty Aluminum Foil', '10 ounce ( 1 medium) zucchini cut 1-inch pieces', '5 cherry tomatoes halved', '1 clove garlic sliced', '3 teaspoons extra virgin olive oil', 'kosher salt and black pepper to taste', '20 littleneck or cherrystone clams', '1 tablespoon dry white wine (omit for Whole30)', 'crushed red pepper flakes optional']",219.0,13.0,22.5,8.0
56,Mexican Shrimp Cobb Salad,https://www.skinnytaste.com/mexican-shrimp-cobb-salad/,"['16 oz cooked large shrimp peeled', 'chipotle chili powder to taste', '1 tbsp lime juice', 'salt to taste', '6 cups romaine lettuce shredded', '15 oz black beans rinsed and drained', '1 cup grilled corn kernels (I used Trader Joe’s frozen roasted corn)', '2 tbsp red onion divided', '2 tbsp cilantro chopped', 'juice of 1/2 lime', '1 seedless cucumber diced', '2 cups diced tomatoes', '1 ripe hass avocado diced', '1 cup reduced fat Sargento Mexican Blend shredded cheese']",267.5,24.0,28.0,9.0
57,Grilled Peach and Watermelon Burrata Salad,https://www.skinnytaste.com/grilled-peach-and-watermelon-burrata-salad/,"['4 peaches cut into 1⁄2-inch-thick wedges', 'Olive oil spray (I like my Misto or Bertolli)', '4 small balls burrata cheese (1 pound total)', '4 cups cubed seedless watermelon', '1⁄2 cup loosely packed watercress', '2 tablespoons balsamic glaze (I like DeLallo)']",408.0,31.0,23.0,25.0
58,Steamed Mussels with Piri Piri Sauce,https://www.skinnytaste.com/steamed-mussels-with-piri-piri/,"['6 tablespoons finely chopped red onion', '1/4 cup finely chopped parsley', '3 tablespoons olive oil', '2 tablespoons red wine vinegar', '1 tablespoon water', '1 garlic clove minced', '1/2 jalapeno pepper seeded and minced', '1/4 teaspoon kosher salt', '1/8 teaspoon black pepper', '1/8 to 1/4 teaspoon crushed red pepper', '2 pounds fresh live mussels', '3/4 cup white wine (use broth for whole30)', '3/4 cup water']",274.0,7.0,13.5,18.0
59,Grilled Lobster Tails with Herb Garlic Butter,https://www.skinnytaste.com/grilled-lobster-tails-with-herb-garlic-butter/,"['4 medium lobster tails if frozen thawed', 'olive oil spray', 'pinch salt and pepper to taste', 'lemon wedges for serving', '2 tablespoons Herb Garlic Butter (see below)', '8 tablespoons unsalted butter (1 stick) at room temperature', '1/4 cup (not packed) minced fresh herbs (Italian parsley chives or basil)', '2 tablespoons minced garlic', '1/2 teaspoon kosher salt', '1 teaspoon lemon zest', '1 teaspoon lemon juice', 'Reynolds Kitchens Quick Cut Plastic Wrap']",177.0,0.5,28.0,6.5
60,Soy Marinated Flank Steak,https://www.skinnytaste.com/soy-marinated-flank-steak/,"['1/2 cup (120 ml) reduced sodium soy sauce or tamari (for gluten-free option)', '1/4 cup (60 ml) honey', '2 tablespoons (30 ml) vegetable oil plus more for greasing', '1 tsp sesame oil', '4 cloves garlic minced', '2 tsp (10 g) minced ginger', '1/2 tsp black pepper', '1/4 tsp red chili pepper flakes', '2 tbsp (6 g) thinly sliced green onion plus more for garnish', '3/4 tsp rice vinegar', '2 lb (907 g) flank steak']",279.0,8.0,35.5,12.0
61,Taco Empanadas,https://www.skinnytaste.com/taco-empanadas/,"['1/2 pound 93% ground turkey', '1/2 teaspoon garlic powder', '1/2 teaspoon cumin', '1/2 teaspoon kosher salt', '1/4 teaspoon chili powder', '1/4 teaspoon paprika', '1/4 teaspoon oregano', '1/4 small onion minced', '1 tablespoon bell pepper minced', '2 tablespoons water', '2 ounces canned tomato sauce (1/4 can)', '5 tbsp part-skim shredded Mexican cheese blend', '1 cup (5 oz) unbleached all purpose or whole wheat flour', '1 1/2 teaspoons baking powder (make sure it’s not expired or it won’t rise)', '3/4 teaspoon kosher salt (use less if using table salt)', '1 cup non-fat Greek yogurt (use Stonyfield or Fage not regular yogurt not Chobani it will be too sticky)', '1 whole egg beaten']",112.0,11.5,10.0,3.0
62,Shrimp Scampi Foil Packets,https://www.skinnytaste.com/shrimp-scampi-foil-packets/,"['Reynolds Wrap Heavy-Duty Aluminum Foil', '4 garlic cloves 2 grated 2 thinly sliced', '1/2 teaspoon kosher salt', '1 tablespoons extra virgin olive oil', '40 jumbo peeled and deveined shrimp (slightly over 1 pound)', '1/4 cup dry white wine', '1 tablespoon fresh lemon juice', '4 pinches red pepper flakes', '2 tablespoons unsalted butter melted', '3 tablespoons chopped parsley', 'whole wheat crusty bread optional for serving', '1 lemon cut into wedges']",224.0,6.0,24.0,11.0
63,Roast Chicken with Rosemary and Lemon,https://www.skinnytaste.com/roast-chicken-with-rosemary-and-lemon/,"['1 (3 lb) chicken washed and dried fat removed', '1/2 onion chopped in large chunks', '2 cloves garlic smashed', '1 lemon halved', '3 sprigs fresh rosemary', '1 tbsp dried herbes de Provence (or dried rosemary)', 'kosher salt and fresh pepper']",322.0,5.0,55.0,8.0
64,Shrimp Fajita Bowls,https://www.skinnytaste.com/shrimp-fajita-bowls/,"['1 tablespoon olive oil', 'Juice of 1 lime', '1 teaspoon chili powder', '1 teaspoon cumin', '1 teaspoon oregano', '½ teaspoon smoked paprika', '½ teaspoon kosher salt', '½ teaspoon garlic powder', '½ teaspoon onion powder', 'Freshly ground black pepper to taste', '1 pound large peeled deveined tail-off shrimp', '2 medium red bell peppers sliced', '1 large red onion sliced', '1 tablespoon olive oil', '½ teaspoon kosher salt', 'Freshly ground black pepper to taste', '3 cups cooked brown rice', '2 tablespoons chopped cilantro', '¼ teaspoon salt', 'Juice of ½ lime', '1 cup diced tomatoes', '1/3 cup chopped white onion', '¼ cup chopped cilantro', 'Pinch kosher salt', 'Freshly ground black pepper to taste', '1 small (4-ounce) Hass avocado thinly sliced']",431.0,51.0,26.0,13.5
65,Potato Leek Soup,https://www.skinnytaste.com/potato-leek-soup/,"['4 medium leeks (dark green stems removed)', '1/2 large white onion chopped', '2 medium russet potatoes peeled and cut into cubes', '1 tablespoon flour (use AP gluten free flour for GF)', '1 tbsp butter', '4 cups chicken stock (use vegetable broth for vegetarians)', '1/2 cup 2% milk', 'salt and fresh pepper']",133.0,23.5,4.5,2.5
66,Ahi Poke Bowl,https://www.skinnytaste.com/ahi-poke-bowl/,[],527.0,60.0,34.0,19.0
67,Grilled Pizza,https://www.skinnytaste.com/grilled-pizza/,"['1 cup (5 oz) all purpose or white whole wheat flour*', '1 1/2 teaspoons baking powder', '1/2 teaspoon kosher salt', '1 cup 0% Stonyfield Greek yogurt (not regular) drained if there’s any liquid', '1/4 cup pizza sauce', '4 ounces fresh mozzarella cheese sliced thin', '1 1/2 cups baby arugula', 'kosher salt and black pepper to taste']",242.0,29.5,15.5,7.0
68,Spicy Thai Salad ,https://www.skinnytaste.com/spicy-thai-shrimp-salad/,"['1 tablespoon olive oil', '3 tablespoons lime juice', '¼ cup whole roasted salted cashews', '¼ teaspoon red pepper flakes', '2 teaspoons honey', '1 (2-inch) piece fresh ginger roughly chopped', '1 tablespoon unseasoned rice vinegar', '¼ cup cilantro', '1 clove garlic roughly chopped', '¼ cup roughly chopped white onion', '½ teaspoon garlic powder', '½ teaspoon kosher salt', 'Freshly ground black pepper to taste', '½ pound large peeled deveined tail-off shrimp', '1 teaspoon garlic powder', '¼ teaspoon ground ginger', '¼ teaspoon kosher salt', '1/8 teaspoon turmeric', '1/8 teaspoon chili powder', 'Freshly ground black pepper to taste', '1 teaspoon toasted sesame oil', '1 cup shredded purple cabbage', '1 ½ cups packed baby arugula', '1 ½ cups packed chopped romaine lettuce', '1 small corn cob kernels removed', '½ medium cucumber peeled seeded and diced', '½ cup shredded carrots', '2 tablespoons chopped basil', '2 tablespoons chopped cilantro', 'Lime wedges for serving']",420.0,38.0,28.0,19.5
69,Mexican Shrimp Cobb Salad,https://www.skinnytaste.com/mexican-shrimp-cobb-salad/,"['16 oz cooked large shrimp peeled', 'chipotle chili powder to taste', '1 tbsp lime juice', 'salt to taste', '6 cups romaine lettuce shredded', '15 oz black beans rinsed and drained', '1 cup grilled corn kernels (I used Trader Joe’s frozen roasted corn)', '2 tbsp red onion divided', '2 tbsp cilantro chopped', 'juice of 1/2 lime', '1 seedless cucumber diced', '2 cups diced tomatoes', '1 ripe hass avocado diced', '1 cup reduced fat Sargento Mexican Blend shredded cheese']",267.5,24.0,28.0,9.0
70,Grilled Lobster Tails with Herb Garlic Butter,https://www.skinnytaste.com/grilled-lobster-tails-with-herb-garlic-butter/,"['4 medium lobster tails if frozen thawed', 'olive oil spray', 'pinch salt and pepper to taste', 'lemon wedges for serving', '2 tablespoons Herb Garlic Butter (see below)', '8 tablespoons unsalted butter (1 stick) at room temperature', '1/4 cup (not packed) minced fresh herbs (Italian parsley chives or basil)', '2 tablespoons minced garlic', '1/2 teaspoon kosher salt', '1 teaspoon lemon zest', '1 teaspoon lemon juice', 'Reynolds Kitchens Quick Cut Plastic Wrap']",177.0,0.5,28.0,6.5
71,Shrimp Scampi Foil Packets,https://www.skinnytaste.com/shrimp-scampi-foil-packets/,"['Reynolds Wrap Heavy-Duty Aluminum Foil', '4 garlic cloves 2 grated 2 thinly sliced', '1/2 teaspoon kosher salt', '1 tablespoons extra virgin olive oil', '40 jumbo peeled and deveined shrimp (slightly over 1 pound)', '1/4 cup dry white wine', '1 tablespoon fresh lemon juice', '4 pinches red pepper flakes', '2 tablespoons unsalted butter melted', '3 tablespoons chopped parsley', 'whole wheat crusty bread optional for serving', '1 lemon cut into wedges']",224.0,6.0,24.0,11.0
72,Chicken Shawarma Kebab Salad,https://www.skinnytaste.com/chicken-shawarma-salad/,"['1 pound (2) boneless skinless chicken thighs', '1 tablespoons extra virgin olive oil', 'Juice from 1 medium lemon', '3 garlic cloves minced', '1 teaspoon cumin', '1 teaspoon smoked paprika', '1/4 teaspoon turmeric', '1/4 teaspoon curry powder', '1/8 teaspoon cinnamon', 'Pinch red pepper flakes', '1 teaspoon kosher salt', 'Freshly ground black pepper to taste', '1 tablespoon olive oil', '1 tablespoon red wine vinegar', 'Kosher salt and freshly cracked black pepper', '3 Persian cucumbers chopped', '1 cup (145 g) cherry tomatoes halved', '1/4 red onion thinly sliced', '1/4 cup feta (the kind that comes in brine) crumbled', '4 cups butter lettuce torn', '1 cup Skinny Tzatziki (from my blog)']",284.0,11.0,29.0,14.0
73,Skillet Taco Cauliflower Rice,https://www.skinnytaste.com/skillet-taco-cauliflower-rice/,"['1 lb 93% lean ground turkey', '1 1/4 tsp kosher salt', '1 tsp garlic powder', '1 tsp cumin', '1 tsp chili powder', '1 tsp paprika', '1/2 tsp dried oregano', '1/2 small onion minced', '2 tbsp bell pepper minced', '3/4 cup water', '4 oz canned tomato sauce (1/2 can)', '4 cups uncooked riced cauliflower', '4 ounces avocado (1 small)', 'chopped cilantro', '1 cup chopped lettuce', '1/4 cup jarred salsa', 'lime wedges']",256.0,12.5,26.0,13.0
74,Chicken Tzatziki Bowl,https://www.skinnytaste.com/chicken-tzatziki-bowls/,"['1 pound boneless skinless chicken thighs', '1/4 cup 1% plain Greek yogurt', '1 teaspoon olive oil', '1/2 tablespoon red wine vinegar', '2 cloves garlic finely chopped', '1/2 teaspoon dried oregano', '1/2 teaspoon ground turmeric', '3/4 teaspoon kosher salt plus more for sprinkling', '1/8 teaspoon red pepper flakes (optional)', 'Freshly cracked black pepper', '1 tablespoon olive oil', '1 tablespoon red wine vinegar', 'Kosher salt and freshly cracked black pepper', '3 Persian cucumbers thinly sliced', '1 cup (145 g) cherry tomatoes halved', '¼ red onion thinly sliced', '2 cups cooked quinoa', '1 cup Skinny Tzatziki (from my blog)', '1/4 cup authentic feta (the kind that comes in brine) crumbled', '12 smashed castelvetrano olives']",400.0,30.0,33.5,16.0
75,Honey-Teriyaki Salmon and Asparagus Veggie Rice Bowls,https://www.skinnytaste.com/honey-teriyaki-salmon-with-cauliflower-rice/,"['3 tbsp low-sodium soy sauce (or tamari for gluten free)', '6 tbsp mirin (Japanese sweet rice wine)', '2 tbsp honey', '1 lb fresh wild salmon fillet cut in 4 pieces', '12 ounce asparagus ends trimmed cut 1-inch', '4 cups raw or frozen riced cauliflower', '1 tablespoon olive oil', 'sesame seeds optional for garnish']",324.0,27.0,24.5,13.0
76,Moroccan Meatballs,https://www.skinnytaste.com/moroccan-meatballs/,"['1 onion chopped', '2 (14-ounce) cans no salt added diced tomatoes', '1½ teaspoons sweet paprika', '1½ teaspoons cumin', '1 teaspoons kosher salt', '½ teaspoons hot paprika', '¼ teaspoons freshly ground black pepper', '½ cup green olives chopped', '1 pound 93% lean ground beef', '½ cup finely diced onion', '2 teaspoons paprika', '1 ½ teaspoons cumin', '½ teaspoons cinnamon', '1 teaspoons kosher salt', '¼ teaspoons freshly ground black pepper', '¼ teaspoons hot paprika', '2 tablespoons chopped fresh parsley', '¼ cup chopped fresh cilantro divided', 'Cooked brown rice or cauliflower rice for serving (optional)']",334.0,18.0,36.0,15.0
77,"Chopped Salad with Shrimp, Blue Cheese and Bacon",https://www.skinnytaste.com/chopped-salad-with-shrimp-blue-cheese-and-bacon/,"['4 slices center cut bacon chopped', '1/2 pound peeled and deveined shrimp', '2 cloves garlic minced', '4 ounce butter lettuce chopped', '1 small corn on the cobb grilled or roasted', '1 ounce blue cheese or gorgonzola', '1/2 cup halved cherry tomatoes', '2 ounces diced avocado (1 half small haas)', '2 teaspoons olive oil', 'kosher salt and black pepper to taste']",368.0,14.5,35.0,19.0
78,General Tso's Chicken,https://www.skinnytaste.com/general-tsos-chicken/,"['1 pound boneless skinless chicken breast cut into bite-size pieces', '¼ cup reduced sodium soy sauce divided*', '¼ cup cornstarch divided', '1 large egg white', '1 (1-inch) piece peeled fresh ginger', '2 cloves garlic', '2 medium scallions whites and greens separated', '1 cup reduced sodium chicken broth', '1 teaspoon sriracha sauce plus more for serving', '3 tablespoons hoisin*', '1 tablespoon plus 1 teaspoon toasted sesame oil', 'sesame seeds for garnish']",252.0,16.0,27.0,8.0
79,Chicken Rollatini with Spinach alla Parmigiana,https://www.skinnytaste.com/chicken-rollatini-with-spinach-alla/,"['8 thin chicken cutlets 3 oz each', '1/2 cup whole wheat Italian seasoned breadcrumbs', '1/4 cup grated parmesan cheese divided', '6 tablespoons egg whites or egg beaters', '5 oz frozen spinach squeezed dry of any liquid', '6 tbsp part skim ricotta cheese', '6 oz part skim mozzarella (I used Polly-O)', 'olive oil non-stick spray', '1 cup pomodoro sauce or your favorite marinara sauce', 'salt and pepper to taste']",195.0,7.0,24.0,7.0
80,Crock Pot Corned Beef and Cabbage,https://www.skinnytaste.com/crock-pot-corned-beef-and-cabbage/,"['2 lbs lean corned beef brisket all fat trimmed off', '1 cup frozen pearl onions', '2 medium carrots peeled and cut into chunks', '2 medium parsnips peeled and cut into chunks', '1 small head cabbage cut into 6 wedges', '1/4 cup chopped fresh parsley', '2 bay leaves', '1/8 tsp whole peppercorns']",294.5,19.0,18.0,16.5
81,Blackened Scallops with Horseradish Sauce,https://www.skinnytaste.com/blackened-scallops-with-horseradish-sauce/,"['1 tablespoon paprika', '1/2 teaspoon cayenne (or more to taste)', '1- 1/4 teaspoon garlic powder', '1 teaspoon dried thyme', '1 teaspoon dried oregano', '3/4 teaspoon kosher salt', '1/8 teaspoon black pepper', '1 tablespoons butter*', '16 large sea scallops (20 ounces) room temperature', '1/4 cup reduced fat sour cream*', '1\xa0tablespoon\xa0prepared grated horseradish', '1 tablespoon water', '1/4 teaspoon Dijon mustard', '1/8 teaspoon kosher salt', 'black pepper to taste']",184.0,6.5,25.0,6.0
82,Corned Turkey and Cabbage Dinner,https://www.skinnytaste.com/corned-turkey-and-cabbage-dinner/,"['1/2 teaspoon ground allspice', '1/2 teaspoon ground mustard', '1/2 teaspoon ground coriander', '1/4 teaspoon ground ground ginger', '1/4 teaspoon ground cinnamon', '1 tablespoon brown sugar', '1/2 teaspoon ground cloves', '1/2 teaspoon coarse ground black pepper', '1 bay leaf crumbled very finely', 'Olive oil spray', '1/2 turkey breast boneless and skin on (1 of the 2 breast halves about 3.5 pounds)', '1 head cabbage cut into 8 wedges', '4 carrots peeled and cut into 1/2 inch coins', '1 pound yukon gold potatoes cut into 1″ chunks', '1 tablespoon canola oil', '1/2 teaspoon kosher salt', '1/4 teaspoon coarse ground black pepper']",276.0,19.7,27.4,10.0
83,Slow Cooker Chicken and Sausage Creole,https://www.skinnytaste.com/slow-cooker-chicken-and-sausage-creole/,"['1 ½ pounds boneless skinless chicken thighs trimmed of fat', '9 ounces chicken Andouille sausage sliced into rounds', '1 cup chopped onions', '1/2 cup chopped carrots', '1 green bell pepper seeded and chopped', '1 red bell pepper seeded and chopped', '3 cloves garlic minced', '1 cup low sodium chicken broth', '1 (14.5-ounce) can diced tomatoes', '3 ounces (1/2 a 6-ounce can) tomato paste', '1/2 cup tomato sauce', '1 ¾ teaspoons Creole seasoning', 'Dash of cayenne pepper', '3 scallions chopped (for garnish)', '3 cups cooked brown rice for serving (optional)']",244.0,15.0,27.0,9.0
84,Instant Pot Turkey Meatball and Ditalini Soup,https://www.skinnytaste.com/instant-pot-turkey-meatball-and-ditalini-soup/,"['1 pound 93% lean ground turkey', '1/3 cup seasoned breadcrumbs (Can substitute gluten-free breadcrumbs)', '3 tbsp grated Pecorino Romano cheese', '1 large egg beaten', '1 clove crushed garlic', '1 tbsp fresh minced parsley', '1/2 teaspoon kosher salt', 'cooking spray', '1 teaspoon olive oil', '1/2 cup chopped onion', '1/2 cup chopped celery', '1/2 cup chopped carrot', '3 cloves minced garlic', '1 can (28 ounces) diced San Marzano tomatoes I used Tuttorosso', '4 cups reduced sodium chicken broth', '4 torn basil leaves plus optional more for garnish', '2 bay leaves', '5 ounces ditalini pasta (1 cup)* (wheat or gluten-free)', '1 cup zucchini diced small', 'Parmesan rind optional', 'Grated parmesan cheese optional for serving']",318.0,36.5,22.0,8.5
85,Baked Spaghetti Squash and Cheese,https://www.skinnytaste.com/baked-spaghetti-squash-and-cheese/,"['5 1/2 cups cooked spaghetti squash (from about 2 small) see directions below:', '1 tbsp butter', '1 tbsp olive oil', '1/4 cup minced onion', '1/4 cup flour (use ap gluten-free flour for GF)', '2 cups skim milk', '1 cup fat free chicken broth (vegetable broth for vegetarian)', '2 cups (8 oz) Sargento 2% reduced fat mild cheddar', 'salt and pepper to taste', '4 cups (about 4 oz) baby spinach', '1/8 cup grated parmesan']",165.0,16.0,10.0,8.0
86,Beef and Mushroom Ragu with Spaghetti Squash,https://www.skinnytaste.com/beef-and-mushroom-ragu-with-spaghetti-squash/,"['4 medium spaghetti squash halved and roasted', '1 teaspoon olive oil', '1/2 medium onion diced', '1 medium carrot peeled and diced', '3 garlic cloves chopped', '1 pound chuck eye roast trimmed and cut into 2-inch pieces*', 'kosher salt', 'fresh black pepper to taste', '8 ounces sliced mushrooms', '1 (35-ounce) can\xa0Tuttorosso crushed tomatoes', '1/4 cup water', 'Pecorino Romano or parmesan cheese rind (optional)', '1 teaspoon beef boullion (Better than Boullion)', '2 sprigs fresh thyme', '2 dried bay leaves', '8 tablespoons grated Pecorino Romano for serving', '8tablespoons part-skim ricotta cheese for serving', 'chopped parsley for garnish']",310.0,36.5,16.5,11.5
87,Leftover Ham Bone Soup with Potatoes and Cabbage,https://www.skinnytaste.com/leftover-ham-bone-soup-with-potatoes-and-cabbage-instant-pot-stove/,"['cooking spray', '1/2 cup chopped onion', '2 cloves garlic minced', '1/2 cup chopped celery', '2 medium carrots peeled and sliced', '4 cups (1 carton) less sodium chicken broth', '10 ounces (2 medium) yukon gold potatoes peeled and diced small', '1 leftover ham bone', '5 ounces chopped leftover ham', '1 small head cabbage cored and chopped (13 oz)']",124.0,15.0,10.5,2.5
88,Spinach Lasagna Rolls,https://www.skinnytaste.com/spinach-lasagna-rolls/,"['2 cups homemade marinara sauce plus more for serving', '9 uncooked lasagna noodles wheat or gluten-free', '10 oz package frozen chopped spinach thawed and squeezed well', '15 oz part skim ricotta cheese (I like Polly-o)', '1/2 cup grated Parmesan cheese', '1 large egg', 'kosher salt and fresh pepper', '9 tbsp (about 3 oz) part skim mozzarella cheese shredded']",253.0,28.0,14.5,8.0
89,Slow Cooker Spiral Ham with Apricot-Dijon Glaze,https://www.skinnytaste.com/slow-cooker-spiral-ham-with-apricot-dijon-glaze/,"['1 (6 to 7 pound) Hickory smoked fully cooked spiral cut ham', '5 tbsp apricot preserves', '2 tablespoons Dijon mustard']",145.0,12.0,15.0,7.0
90,Slow Cooker Salsa Chicken with Black Beans and Corn,https://www.skinnytaste.com/slow-cooker-salsa-chicken-with-black-beans-and-corn/,"['2 cups fresh or frozen corn', '15 ounce can reduced sodium black beans rinsed and drained', '2 boneless skinless chicken breasts halved lengthwise (16 oz)', '1/2 teaspoon adobo seasoning (or salt) to taste', '3/4 teaspoon ground cumin', '1/4 teaspoon garlic powder', '1 1/4 cups chunky mild salsa', '1 cup shredded cheddar (reduced fat Sargento)', 'chopped cilantro for garnish', 'optional serve with avocado and brown rice']",414.0,43.0,42.0,13.0
91,Homemade Spinach Manicotti,https://www.skinnytaste.com/homemade-manicotti/,"['16 homemade crespelles', '15 oz part skim ricotta cheese (I use Polly-O)', '2 cups shredded part-skim mozzarella cheese (reserve 1/2 cup) Polly-O', '1 large egg', '10 oz package frozen spinach thawed and squeezed really well', '1/4 cup grated Parmesan Regianno*', '1/2 teaspoon kosher salt', 'black pepper to taste', '2 1/2 cups\xa0jarred marinara or\xa0homemade\xa0marinara sauce ']",277.0,20.0,22.5,12.5
92,Mexican Pinto Beans,https://www.skinnytaste.com/mexican-pinto-beans-with-queso-frijoles-con-todo/,"['1 pound dried pinto beans', '1 teaspoon olive oil', '1 small yellow onion chopped', '1/4 cup minced cilantro', '3 clove garlic minced', '1/2 medium yellow onion left whole', '1 (4.24 ounce) can chopped green chilies', '1 whole jalapeño', '2 tablespoons chicken or vegetable bouillon (Better than\xa0Bouillon)', '2 bay leaves', '1 teaspoon Kosher salt', '2 medium vine tomatoes cored seeded and chopped', '1/4 medium red onion chopped', '2 scallions chopped', '1/4 cup minced cilantro', '3 ounces queso Oaxaca or mozzarella diced 1/4-inch', '8 ounces sliced avocado', 'lime wedges for serving', 'tortillas optional for serving']",294.0,42.5,17.0,8.5
93,Portobello Shepherd's Pie,https://www.skinnytaste.com/portobello-shepherds-pie/,[],313.0,50.0,12.0,9.0
94,Instant Pot Bolognese,https://www.skinnytaste.com/bolognese-sauce-recipe-instant-pot/,"['4 ounces pancetta (or center cut bacon) chopped', '1 tablespoon unsalted butter', '1 large white onion minced', '2 celery stalks (about 3/4 cup) minced', '2 carrots (about 3/4 cup) minced', '2 lb lean ground beef', '1/4 cup dry white wine such as Pinot Grigio', '2 (28 oz) cans crushed tomatoes (I love Tuttorosso)', '3 bay leaves', '1/2 teaspoon kosher salt and fresh black pepper to taste', '1/2 cup half & half cream', '1/4 cup chopped fresh parsley']",191.0,12.5,12.0,8.5
95,Stuffed Sweet Potatoes Italian Style,https://www.skinnytaste.com/stuffed-sweet-potatoes-italian-style/,"['Cooking spray', '4 medium sweet potatoes (about 7 ounces each)', '½ cup marinara', '¼ cup freshly grated parmesan cheese', '4 ounces part-skim mozzarella thinly sliced', '10 fresh basil leaves chopped (for garnish)', 'Kosher salt', 'Freshly ground black pepper', 'Red pepper flakes (optional)', 'Pine nuts (optional)', '4 cups baby arugula', '2 teaspoons good quality balsamic vinegar', '2 teaspoons extra-virgin olive oil', 'Pinch kosher salt', 'Freshly ground black pepper']",362.0,44.0,15.0,15.0
96,Quick Beef Chili Recipe (Instant Pot or Stove Top),https://www.skinnytaste.com/quick-beef-chili-recipe/,"['1 pound Ground Beef (93% lean)', '3/4 teaspoon kosher salt', '1/2 small onion chopped', '1 medium red bell pepper chopped', '1 can (15 ounces) reduced-sodium black beans rinsed drained', '1 can (10 ounce) mild diced tomatoes with green chilies drained', '1/2 cup canned tomato sauce', '3/4 cup light beer (Corona) or 3/4 cups reduced-sodium beef broth', '1 teaspoon cumin', '1/2 teaspoon chili powder', '1/2 teaspoon paprika', '1/4 teaspoon garlic powder', 'black pepper to taste', 'chopped red onions', 'cilantro leaves', 'lime wedges', 'sour cream', 'cheddar', 'avocado']",312.0,22.5,31.5,7.0
97,Instant Pot Garlicky Cuban Pork,https://www.skinnytaste.com/instant-pot-garlicky-cuban-pork/,"['3 lb boneless pork shoulder blade roast lean all fat removed', '6 cloves garlic', 'juice of 1 grapefruit (about 2/3 cup)', 'juice of 1 lime', '1/2 tablespoon fresh oregano', '1/2 tablespoon cumin', '1 tablespoon kosher salt', '1 bay leaf', 'lime wedges for serving', 'chopped cilantro for serving', 'hot sauce for serving', 'tortillas optional for serving', 'salsa optional for serving']",213.0,2.5,26.5,9.5
